SalesPrice;LotArea;OverallQual;ExterQual;BsmtQual;BsmtTotal;Heating;HeatingQual;CentralAir;FirstFloor;SecondFloor;Bedroom;Kitchen;KitchenQual;TotalRooms;Fireplace;FireplaceQual;GarageCars;GarageArea;GarageQual;WoodDeck;OpenPorch;EnclosedPorch;PoolArea;PoolQua
194500;9453;7;4;4;996;1;5;1;1014;730;3;1;4;7;0;0;2;457;3;370;70;0;0;0
152000;9672;6;3;4;1040;1;3;1;1097;0;3;1;3;6;0;0;2;480;3;0;0;0;0;0
171000;8400;6;3;4;650;1;3;1;888;676;3;1;3;7;1;3;2;476;3;0;50;0;0;0
67500;9800;5;3;3;816;1;3;0;1012;0;2;1;3;5;0;0;1;429;3;121;0;80;0;0
112000;8930;6;3;0;0;1;3;1;1318;584;4;2;3;8;0;0;2;539;3;0;0;0;0;0
148000;11782;5;3;3;1109;1;3;1;1155;0;3;1;4;6;0;0;2;576;3;192;0;0;0;0
138500;8450;5;3;3;894;1;5;1;894;0;3;1;3;5;1;4;1;336;3;416;144;0;0;0
122000;9819;5;3;3;882;1;3;1;900;0;3;1;3;5;0;0;1;280;3;0;0;0;0;0
133000;7500;5;3;3;1040;1;2;1;1040;0;3;1;3;5;0;0;1;308;3;0;0;220;0;0
127000;6897;5;3;3;1040;1;5;1;1040;0;3;1;3;6;0;0;1;260;3;0;104;0;0;0
169000;15410;6;3;3;1208;1;5;1;1494;0;3;1;3;7;2;2;2;461;3;296;0;186;0;0
190000;10186;7;4;4;750;1;5;1;1061;862;3;1;4;8;1;3;2;564;3;240;39;0;0;0
362500;13143;8;4;4;1231;1;5;1;1251;1098;4;1;4;9;1;3;3;762;3;32;130;0;0;0
285000;11134;8;4;4;1390;1;5;1;1402;823;4;1;4;7;1;3;3;713;3;198;30;0;0;0
260000;4835;7;4;5;1488;1;5;1;1488;0;2;1;4;6;1;4;2;506;3;168;50;0;0;0
190000;3515;7;4;4;840;1;5;1;840;840;2;1;4;3;0;0;2;588;3;0;111;0;0;0
155000;3215;7;4;4;600;1;5;1;600;600;2;1;4;4;0;0;2;480;3;0;172;0;0;0
151000;3182;7;4;4;600;1;5;1;600;600;2;1;4;4;0;0;2;480;3;0;172;0;0;0
149500;2544;7;4;4;600;1;5;1;600;600;2;1;4;4;0;0;2;480;3;0;172;0;0;0
152000;2544;6;4;4;600;1;5;1;600;636;2;1;4;4;0;0;2;480;3;0;166;0;0;0
222000;4403;7;5;5;1470;1;5;1;1478;0;2;1;4;7;1;4;2;484;3;0;144;0;0;0
177500;2117;6;4;4;756;1;5;1;769;804;3;1;4;5;0;0;2;440;3;0;32;0;0;0
177000;2980;6;4;4;756;1;5;1;756;756;2;1;4;5;0;0;2;440;3;0;32;0;0;0
155000;2572;7;4;4;696;1;5;1;696;720;3;1;4;6;0;0;2;484;3;0;44;0;0;0
147110;2403;7;4;4;530;1;5;1;530;550;2;1;4;4;0;0;2;496;3;0;50;0;0;0
267916;12853;8;4;5;1642;1;5;1;1418;0;1;1;4;6;1;4;3;852;3;160;192;0;0;0
254000;7379;8;4;4;975;1;5;1;975;873;3;1;4;7;1;3;2;592;3;280;184;0;0;0
155000;4420;8;4;4;728;1;3;1;788;0;1;1;4;3;1;3;2;484;3;133;42;0;0;0
206000;3880;8;4;4;1226;1;3;1;1226;0;1;1;4;4;1;3;2;484;3;223;78;0;0;0
130500;13517;6;4;3;725;1;5;1;725;754;3;1;4;6;0;0;2;475;3;0;44;0;0;0
230000;8000;7;4;4;1492;1;5;1;1492;0;3;1;4;6;1;4;2;596;3;277;137;0;0;0
218500;10456;6;3;3;1829;1;4;1;1829;0;4;1;3;8;0;0;2;535;3;0;76;0;0;0
243500;10791;6;3;4;1280;1;5;1;1280;1215;4;1;4;9;1;3;2;660;3;224;32;0;0;0
205000;10603;6;3;3;1610;1;4;1;1610;0;3;1;4;6;2;3;2;480;3;168;68;0;0;0
212500;18837;6;3;4;1224;1;3;1;1287;604;3;1;3;7;1;3;2;678;3;0;69;0;0;0
196500;10421;7;3;4;980;1;3;1;980;734;3;1;3;7;1;3;2;496;3;228;66;156;0;0
197500;9360;6;3;3;1161;1;3;1;1381;0;3;1;4;5;1;3;2;676;3;0;0;0;0;0
171000;9600;6;3;3;715;1;3;1;930;715;4;1;3;7;0;0;2;441;3;0;78;0;0;0
142250;9600;5;3;3;1232;1;3;1;1232;0;3;1;3;6;0;0;2;490;3;0;224;0;0;0
143000;9790;6;3;3;1328;1;3;1;1328;0;3;1;3;6;2;4;2;528;3;0;26;0;0;0
128950;9320;4;3;3;950;1;2;1;1225;0;3;1;3;6;0;0;0;0;0;352;0;0;0;0
159000;9900;5;3;4;1209;1;4;1;1209;0;3;1;3;6;0;0;2;504;3;0;0;120;0;0
178900;9680;5;3;3;1510;1;5;1;1510;0;3;1;4;6;0;0;2;517;3;0;40;0;0;0
136300;10600;6;3;3;533;1;3;1;1131;644;3;1;3;8;0;0;2;480;3;0;172;0;0;0
180500;14112;5;3;3;1152;1;3;1;1152;0;3;1;3;6;1;4;2;484;3;227;0;0;0;0
137500;8800;6;3;3;936;1;5;1;1054;0;3;1;4;6;0;0;2;480;3;120;0;0;0;0
84900;13260;5;3;3;1728;1;3;1;1728;0;6;2;3;10;0;0;0;0;0;0;0;0;0;0
142125;9717;5;3;3;1078;1;4;1;1078;0;2;1;4;5;0;0;1;240;3;366;0;112;0;0
197600;9724;5;4;3;1140;1;4;1;1929;532;3;1;3;7;2;4;2;400;3;0;0;0;0;0
172500;17360;6;3;3;782;1;3;1;1019;537;3;1;3;6;1;4;2;470;3;0;0;150;0;0
116500;7207;5;3;3;858;1;4;1;858;0;2;1;3;4;0;0;0;0;0;117;0;0;0;0
76500;5350;3;3;3;728;1;5;1;1306;0;3;1;1;6;0;0;0;0;0;263;0;0;0;0
128000;9920;5;3;3;1056;1;3;1;1063;0;3;1;3;6;0;0;1;280;3;0;0;164;0;0
153000;9600;6;3;3;1156;1;5;1;1520;0;3;1;3;7;2;4;1;364;3;0;0;189;0;0
132000;7800;5;3;3;1268;1;4;1;1268;0;2;1;3;7;1;4;1;244;3;0;98;0;0;0
178000;11380;6;3;3;1080;1;4;1;1128;0;2;1;4;5;1;4;1;315;3;238;0;0;0;0
154300;11600;5;3;3;1105;1;3;1;1105;1169;5;2;3;12;0;0;2;480;3;0;0;0;0;0
180000;19900;7;3;4;1947;1;3;1;2207;0;3;1;3;7;1;4;2;576;3;301;0;0;0;0
190000;16492;6;4;3;1517;1;5;1;1888;0;2;1;4;6;1;4;2;578;3;0;0;0;0;0
135000;8267;5;3;3;1604;1;3;1;1604;0;4;2;3;8;0;0;2;576;3;42;0;0;0;0
214000;8197;7;4;4;1480;1;5;1;1480;0;3;1;4;7;0;0;2;620;3;252;73;0;0;0
136000;8050;5;3;3;1143;1;3;1;1143;0;3;1;3;6;0;0;1;308;3;0;0;0;0;0
165500;10552;5;3;3;1398;1;4;1;1700;0;4;1;4;6;1;4;2;447;3;0;38;0;0;0
145000;8400;5;3;3;1314;1;3;1;1314;0;3;1;3;5;0;0;1;294;3;250;0;0;0;0
148000;8760;6;3;3;1194;1;3;1;1194;0;3;1;3;6;0;0;1;312;3;0;0;120;0;0
142000;12160;5;3;3;1188;1;2;1;1188;0;3;1;3;6;0;0;2;531;3;0;0;0;0;0
167500;9300;5;3;3;1268;1;3;1;1264;0;3;1;3;6;2;4;2;461;3;0;0;0;0;0
108538;10725;5;3;3;1206;1;2;1;1206;0;3;1;3;6;0;0;1;312;3;0;21;0;0;0
159500;10032;6;3;3;1244;1;5;1;1580;0;3;1;3;6;2;4;2;440;3;0;28;0;0;0
108000;8382;4;3;3;832;1;3;1;832;505;3;1;3;5;0;0;1;263;3;0;0;0;0;0
135000;10950;5;3;3;864;1;3;1;1064;0;2;1;2;4;0;0;1;318;3;0;0;0;0;0
122500;10895;5;3;3;972;1;3;1;972;0;3;1;3;5;0;0;1;305;3;0;0;205;0;0
119000;13587;5;3;3;988;1;3;1;988;0;2;1;3;5;0;0;1;264;3;0;0;0;0;0
109000;7922;5;3;3;1057;1;3;1;1057;0;3;1;4;5;0;0;1;246;3;0;52;0;0;0
105000;7898;4;3;3;576;1;4;1;985;0;2;1;3;4;0;0;2;676;3;0;0;0;0;0
107500;7200;5;3;0;0;1;5;1;827;0;2;1;3;5;1;1;1;392;3;0;0;0;0;0
144900;10200;5;3;3;1086;1;4;1;1086;0;3;1;3;6;0;0;2;490;3;0;0;0;0;0
129000;5868;5;3;3;936;1;5;1;936;0;2;1;3;4;0;0;1;308;3;0;0;80;0;0
97500;17503;6;3;3;912;1;3;1;912;546;3;1;3;6;1;4;1;330;3;192;0;0;0;0
144000;6979;6;3;3;1056;1;4;1;1056;0;0;2;3;4;0;0;2;576;3;264;56;0;0;0
162000;9830;5;3;3;1063;1;5;1;1287;0;3;1;4;7;1;4;2;576;3;364;17;0;0;0
242000;11275;7;4;4;710;1;5;1;1898;1080;5;1;4;11;1;4;2;564;3;240;0;0;0;0
132000;8064;6;3;3;816;1;3;1;816;408;3;1;3;5;0;0;1;280;3;414;0;0;0;0
154000;7500;5;3;3;1246;1;5;1;1246;0;3;1;4;6;0;0;1;305;3;218;0;0;0;0
166000;8520;5;3;3;910;1;2;1;910;475;4;1;3;6;0;0;2;720;3;0;0;0;0;0
134800;7200;5;3;3;900;1;3;1;900;0;3;1;4;5;0;0;2;576;3;222;32;0;0;0
160000;10000;6;3;3;1116;1;3;1;1116;0;3;1;3;5;0;0;2;440;3;0;0;0;0;0
148000;7635;5;3;3;1175;1;5;1;1175;0;3;1;3;6;0;0;2;484;3;0;0;0;0;0
192000;9760;6;3;3;1395;1;3;1;1395;0;2;1;3;7;1;3;2;440;3;657;0;113;0;0
155000;7700;6;3;3;756;1;3;1;1051;788;4;1;3;7;1;3;2;442;3;0;124;216;0;0
80400;4800;4;3;3;709;1;3;1;1157;687;3;1;3;9;2;4;1;240;3;84;0;0;0;0
96500;8800;4;3;3;576;1;4;1;792;348;3;1;3;7;0;0;0;0;0;0;160;0;0;0
109500;4485;5;3;3;936;1;3;1;936;0;2;1;3;5;1;4;0;0;0;51;0;135;0;0
115000;8960;5;3;3;1008;1;4;1;1028;0;2;1;3;5;1;4;2;360;3;0;0;130;0;0
143000;5805;5;3;3;1347;1;4;1;1347;0;3;1;4;6;0;0;2;551;3;0;0;0;0;0
107400;5790;3;4;2;840;1;4;0;840;765;3;2;3;8;0;0;1;379;3;0;0;202;0;0
80000;4608;4;3;3;747;1;3;1;747;0;2;1;3;4;0;0;1;220;3;0;0;0;0;0
119000;7200;5;3;3;788;1;3;1;804;0;2;1;4;4;2;4;1;240;3;0;0;154;0;0
130000;5500;5;3;3;926;1;3;1;926;0;3;1;3;6;0;0;2;484;3;0;0;0;0;0
119000;6900;6;3;4;827;1;4;1;827;424;3;1;2;6;0;0;1;240;2;0;0;0;0;0
129000;11851;5;3;3;1027;1;5;1;1027;606;3;1;4;7;1;4;1;240;3;0;100;126;0;0
100000;8239;5;3;3;1008;1;3;1;1060;185;3;1;3;6;0;0;1;315;3;0;0;334;0;0
12789;9656;2;3;2;678;1;3;0;832;0;2;1;3;5;1;4;2;780;2;0;0;0;0;0
105900;8520;6;3;3;624;1;4;1;720;0;2;1;3;5;0;0;2;484;3;106;0;0;0;0
150000;9600;8;4;3;930;2;3;0;930;636;3;1;4;7;0;0;1;288;3;54;228;246;0;0
139000;10800;5;3;2;686;1;3;1;966;686;4;1;3;7;0;0;1;416;3;0;0;196;0;0
240000;9000;8;4;2;346;1;5;1;1157;1111;3;1;4;7;0;0;2;624;3;0;108;0;0;0
76500;9045;5;3;3;840;3;2;0;1128;1128;4;2;2;12;0;0;0;0;0;0;18;18;0;0
149700;7407;6;3;3;912;1;3;1;1236;0;2;1;3;6;0;0;2;923;3;0;158;158;0;0
125500;7740;4;3;2;622;1;4;1;741;622;3;1;3;6;0;0;2;528;3;0;0;0;0;0
122500;11340;4;3;3;777;1;4;1;1246;1044;4;2;3;11;0;0;2;560;3;0;0;114;0;0
140750;10560;6;3;2;738;1;5;1;868;602;2;1;3;6;0;0;2;624;3;0;0;0;0;0
128500;5830;5;3;3;988;1;5;1;1030;582;3;1;3;7;0;0;1;363;3;0;0;0;0;0
209500;7793;7;3;4;1108;1;3;0;1160;908;3;1;4;8;1;4;1;315;3;0;0;60;0;0
87000;5000;4;3;3;765;1;3;0;765;0;2;1;4;4;0;0;1;200;2;135;0;41;0;0
134000;6000;6;3;3;608;1;3;1;608;524;2;1;3;5;0;0;1;240;3;0;0;128;0;0
128000;6000;6;3;3;572;1;5;1;848;348;3;1;3;6;2;4;2;576;3;0;0;0;0;0
132000;6360;5;3;3;835;1;3;1;955;498;3;1;4;7;2;2;1;240;3;0;0;35;0;0
139900;6000;6;3;3;780;1;3;1;780;636;3;1;3;6;0;0;1;312;3;221;0;48;0;0
123900;6240;5;3;3;528;1;4;1;548;492;2;1;3;5;0;0;2;624;3;306;0;32;0;0
138400;6240;5;3;3;928;1;3;1;928;608;4;1;3;7;1;4;2;480;3;0;10;0;0;0
109500;6120;6;3;2;1124;1;3;1;1068;0;2;1;3;5;1;4;1;288;3;0;0;128;0;0
140000;10300;7;3;3;576;1;4;1;902;808;3;1;3;9;0;0;2;480;3;12;11;64;0;0
149500;8094;4;3;3;888;1;5;1;888;1074;4;1;3;9;1;3;2;572;3;160;0;364;0;0
159900;12900;6;4;3;780;1;5;1;780;780;3;1;4;7;0;0;0;0;0;344;0;0;0;0
122000;3068;6;3;3;662;1;5;1;662;662;3;1;3;6;0;0;1;180;3;0;0;112;0;0
110000;8472;5;2;4;816;1;3;0;816;0;2;1;3;5;0;0;2;516;3;106;0;0;0;0
55000;5600;4;2;0;0;1;2;0;372;720;3;2;2;7;0;0;0;0;0;0;0;0;0;0
140000;7630;5;3;4;360;1;4;1;1032;780;4;2;4;8;1;1;2;672;3;344;0;40;0;0
244400;24090;7;3;3;1032;1;5;1;1207;1196;4;1;3;10;2;3;1;349;3;56;0;318;0;0
173000;15263;5;3;4;1422;1;4;1;1675;0;3;1;3;8;2;4;1;365;3;0;132;0;0;0
107500;10632;5;3;4;689;1;4;0;725;499;3;1;1;6;0;0;1;180;2;0;0;248;0;0
100000;9900;5;2;3;1212;1;3;0;1212;180;3;1;3;6;0;0;0;0;0;0;0;168;0;0
95000;6001;6;3;2;600;1;5;0;600;319;3;1;3;5;0;0;1;231;3;0;0;45;0;0
93369;6449;4;3;3;707;2;3;0;942;942;4;1;3;7;0;0;0;0;0;0;0;239;0;0
114900;6048;5;3;3;856;1;4;1;936;744;2;2;3;7;1;4;2;450;3;56;144;0;0;0
94000;6342;5;3;3;780;1;4;0;780;240;2;1;3;6;0;0;0;0;0;0;0;176;0;0
136000;10773;4;2;3;1832;1;3;0;1832;0;4;2;3;8;0;0;0;0;0;0;58;0;0;0
136500;10778;4;3;3;1768;1;3;0;1768;0;4;2;3;8;0;0;0;0;0;0;0;0;0;0
131500;11625;5;3;3;1039;1;5;1;1039;0;3;1;3;6;0;0;2;504;3;0;0;0;0;0
121500;11341;5;3;4;1392;1;3;1;1392;0;3;1;3;5;1;4;2;528;3;0;0;0;0;0
125000;8521;5;3;3;912;1;3;1;912;0;3;1;3;5;1;2;1;336;3;0;0;0;0;0
154000;8246;5;3;3;1060;1;5;1;1060;0;3;1;4;6;1;3;1;270;3;406;90;0;0;0
137900;7800;5;3;3;864;1;5;1;892;0;3;1;4;5;0;0;1;416;3;0;0;0;0;0
158000;9364;6;3;3;663;1;3;1;663;689;4;1;3;7;0;0;1;299;3;379;36;0;0;0
137250;7832;5;3;3;864;1;5;1;864;0;2;1;3;4;0;0;1;280;3;226;0;0;0;0
160250;7424;5;3;4;1319;1;3;1;1373;0;3;1;3;5;2;3;2;591;3;0;0;0;0;0
163000;11227;5;3;3;720;1;5;1;720;720;4;1;3;7;2;3;2;480;3;192;38;0;0;0
158900;11616;6;3;3;672;1;3;1;672;714;3;1;3;6;1;3;2;440;3;335;0;0;0;0
328000;14000;7;4;5;1306;1;5;1;1306;954;3;1;4;7;0;0;2;533;3;296;44;0;0;0
270000;20062;7;4;4;1420;1;4;1;1483;0;1;1;3;4;2;3;2;690;3;496;0;0;0;0
85000;9259;4;3;2;660;1;3;0;756;0;2;1;3;4;0;0;2;440;3;80;0;0;0;0
128000;9600;4;3;4;1067;1;3;1;1067;0;2;1;4;4;0;0;2;436;3;290;0;0;0;0
260000;23595;7;4;4;1332;1;3;1;1332;192;0;1;4;4;1;3;2;586;3;268;0;0;0;0
230000;17082;6;3;4;1117;1;5;1;1117;864;4;1;4;8;1;3;2;522;3;336;104;0;0;0
124000;18600;3;3;3;972;1;3;1;1052;558;4;1;2;8;1;4;1;480;3;0;0;60;0;0
83000;10625;5;3;3;458;1;2;0;835;0;2;1;3;5;0;0;1;366;2;0;0;77;0;0
144500;11479;6;3;3;663;1;5;1;1074;0;3;1;4;6;1;3;1;467;3;0;52;52;0;0
129000;9571;5;3;3;1144;1;3;1;1144;0;3;1;3;6;0;0;1;596;3;44;0;0;0;0
127000;9350;4;3;3;756;1;5;1;1169;0;3;1;3;8;1;3;1;209;2;0;0;0;0;0
128000;9525;5;3;3;1172;1;3;1;1172;0;3;1;3;5;0;0;1;366;3;240;0;0;0;0
186000;10420;6;3;4;1212;1;5;1;1212;0;3;1;4;6;0;0;2;460;3;100;22;0;0;0
308030;17485;7;4;4;1508;1;5;1;1508;0;1;1;4;5;2;3;2;572;3;0;0;0;0;0
114000;11200;5;3;3;1250;1;5;1;1298;0;3;1;3;5;0;0;2;504;3;0;144;0;0;0
84900;11100;4;3;0;0;1;5;1;930;0;2;1;4;6;0;0;1;308;3;0;0;0;0;0
178000;9206;6;4;4;741;1;3;1;977;755;3;1;4;7;1;3;2;476;3;192;46;0;0;0
270000;11980;7;4;4;1433;1;5;1;1433;0;1;1;4;4;2;3;2;528;4;0;278;0;0;0
218000;12361;6;4;4;946;1;5;1;964;838;3;1;4;8;1;4;4;1017;3;450;92;0;0;0
236000;9938;7;4;4;1050;1;5;1;1062;887;3;1;4;8;1;3;2;574;3;156;90;0;0;0
147000;9069;6;3;4;936;1;5;1;996;0;2;1;4;5;0;0;2;564;3;120;0;0;0;0
245350;10475;8;4;4;1694;1;5;1;1694;0;3;1;4;7;0;0;3;776;3;160;33;0;0;0
206000;6762;7;4;4;1187;1;5;1;1208;0;2;1;4;6;0;0;2;632;3;105;61;0;0;0
198900;10402;7;3;4;1226;1;5;1;1226;0;3;1;4;6;0;0;3;740;3;0;36;0;0;0
187000;7360;7;4;4;1222;1;5;1;1222;0;2;1;4;6;0;0;2;615;3;0;54;0;0;0
320000;12376;7;3;4;1673;1;4;1;1699;1523;5;1;4;11;2;3;3;594;3;367;0;0;0;0
138500;14235;6;3;2;676;1;3;1;831;614;3;1;3;6;0;0;2;484;3;0;59;0;0;0
155000;8816;6;3;3;1010;1;4;1;1052;0;3;1;3;6;0;0;2;440;3;0;0;0;0;0
159000;11105;5;3;4;870;1;4;1;965;0;2;1;3;4;0;0;2;580;4;71;0;0;0;0
191000;9337;7;3;4;878;1;5;1;892;800;3;1;3;8;1;3;2;513;3;0;39;0;0;0
200500;8750;6;3;4;804;1;5;1;804;878;3;1;4;7;0;0;2;523;3;0;77;0;0;0
